"orderIndex","disclosure-requirement nr.","disclosure-requirement name","datapoint nr.","sub-number","description","parent description","datapoint title","sub-title","entered data","unit","explanation","reportability","obligation","dataAvailability","status","reviewResult","explanationReview","hasDocuments","editor","reviewer"
843,"S1-3","Prozesse zur Behebung negativer Auswirkungen und Kanäle für eigene Arbeitnehmer, um Bedenken zu äußern","32","32a","Das Unternehmen beschreibt die Verfahren, mit denen die in Absatz 2 des Abschnitts „Ziel“ genannten Aspekte abgedeckt werden, indem es folgende Informationen angibt:
Seinen allgemeinen Ansatz und die Verfahren für die Durchführung von oder die Beteiligung an Abhilfemaßnahmen, wenn es wesentliche negative Auswirkungen auf Personen in seiner eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) verursacht hat oder dazu beigetragen hat, einschließlich Angaben darüber, ob und inwiefern das Unternehmen die jeweiligen Abhilfemaßnahmen als wirksam bewertet","Beschreiben Sie den Ansatz und die Verfahren des Unternehmens zur Umsetzung von Abhilfemaßnahmen. Geben Sie Informationen zu den verfügbaren Kanälen an, über die Personen Anliegen vorbringen und Bedürfnisse äußern können, und stellen Sie Transparenz, Zugänglichkeit sowie die Einhaltung von Menschenrechts- und Unternehmensstandards sicher.","Ansatz und Verfahren für Abhilfemaßnahmen","Gibt es einen allgemeinen Ansatz und Verfahren für die Durchführung von oder die Beteiligung an Abhilfemaßnahmen?","Für den Umgang mit wesentlichen negativen Auswirkungen auf die eigenen Arbeitskräfte besteht ein allgemeiner Ansatz zur Durchführung von Abhilfemaßnahmen. Zentrale Elemente sind etablierte Beschwerdestellen und Meldewege, über die Beschäftigte Anliegen, Hinweise oder Bedenken vorbringen können. Eingehende Meldungen werden geprüft, dokumentiert und entsprechend der Zuständigkeiten bearbeitet. 

Abhilfemaßnahmen werden fallbezogen festgelegt und umgesetzt, mit dem Ziel, identifizierte Probleme zu klären, negative Auswirkungen zu beheben oder deren Wiederholung zu verhindern. Die Wirksamkeit der Maßnahmen wird im Rahmen der Bearbeitung sowie durch Rückmeldungen der betroffenen Personen bewertet und bei Bedarf angepasst. Transparenz, Vertraulichkeit und die Einhaltung arbeitsrechtlicher sowie menschenrechtlicher Standards sind dabei gewährleistet. ","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
844,"S1-3","Prozesse zur Behebung negativer Auswirkungen und Kanäle für eigene Arbeitnehmer, um Bedenken zu äußern","32","32b","Das Unternehmen beschreibt die Verfahren, mit denen die in Absatz 2 des Abschnitts „Ziel“ genannten Aspekte abgedeckt werden, indem es folgende Informationen angibt:
Alle spezifischen Kanäle, über die die eigene Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) ihre Anliegen oder Bedürfnisse direkt gegenüber dem Unternehmen äußern und prüfen lassen kann, einschließlich Angaben darüber, ob diese Kanäle vom Unternehmen selbst oder im Rahmen einer Beteiligung an Mechanismen Dritter eingerichtet wurden","Beschreiben Sie den Ansatz und die Verfahren des Unternehmens zur Umsetzung von Abhilfemaßnahmen. Geben Sie Informationen zu den verfügbaren Kanälen an, über die Personen Anliegen vorbringen und Bedürfnisse äußern können, und stellen Sie Transparenz, Zugänglichkeit sowie die Einhaltung von Menschenrechts- und Unternehmensstandards sicher.","Ansatz und Verfahren für Abhilfemaßnahmen","Gibt es spezifische Kanäle, über die die eigene Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) ihre Anliegen oder Bedürfnisse direkt gegenüber dem Unternehmen äußern und prüfen lassen kann?","Für die eigenen Arbeitskräfte bestehen mehrere spezifische Kanäle, über die Anliegen, Hinweise oder Bedürfnisse direkt gegenüber dem Unternehmen geäußert und prüfen gelassen werden können. Dazu zählen interne Beschwerdestellen, die Mitarbeitervertretung, direkte Ansprechmöglichkeiten bei Führungskräften sowie definierte Meldewege für sensible Sachverhalte, einschließlich des Hinweisgebersystems. 

Die Kanäle werden überwiegend vom Unternehmen selbst bereitgestellt. Soweit gesetzlich vorgesehen, kommen ergänzend externe oder unabhängige Meldeverfahren zum Einsatz. Alle Kanäle sind so ausgestaltet, dass sie zugänglich, vertraulich und ohne Benachteiligung genutzt werden können. ","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
847,"S1-3","Prozesse zur Behebung negativer Auswirkungen und Kanäle für eigene Arbeitnehmer, um Bedenken zu äußern","32","32c","Das Unternehmen beschreibt die Verfahren, mit denen die in Absatz 2 des Abschnitts „Ziel“ genannten Aspekte abgedeckt werden, indem es folgende Informationen angibt:
Ob das Unternehmen über ein Verfahren zur Bearbeitung von Beschwerden im Zusammenhang mit Arbeitnehmerbelangen verfügt","Beschreiben Sie den Ansatz und die Verfahren des Unternehmens zur Umsetzung von Abhilfemaßnahmen. Geben Sie Informationen zu den verfügbaren Kanälen an, über die Personen Anliegen vorbringen und Bedürfnisse äußern können, und stellen Sie Transparenz, Zugänglichkeit sowie die Einhaltung von Menschenrechts- und Unternehmensstandards sicher.","Ansatz und Verfahren für Abhilfemaßnahmen","Verfügt Ihr Unternehmen über ein Verfahren zur Bearbeitung von Beschwerden im Zusammenhang mit Arbeitnehmerbelangen?","Yes","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
848,"S1-3","Prozesse zur Behebung negativer Auswirkungen und Kanäle für eigene Arbeitnehmer, um Bedenken zu äußern","32","32d","Das Unternehmen beschreibt die Verfahren, mit denen die in Absatz 2 des Abschnitts „Ziel“ genannten Aspekte abgedeckt werden, indem es folgende Informationen angibt:
Die Verfahren, mit denen das Unternehmen die Verfügbarkeit solcher Kanäle am Arbeitsplatz der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) unterstützt","Beschreiben Sie den Ansatz und die Verfahren des Unternehmens zur Umsetzung von Abhilfemaßnahmen. Geben Sie Informationen zu den verfügbaren Kanälen an, über die Personen Anliegen vorbringen und Bedürfnisse äußern können, und stellen Sie Transparenz, Zugänglichkeit sowie die Einhaltung von Menschenrechts- und Unternehmensstandards sicher.","Ansatz und Verfahren für Abhilfemaßnahmen","Unterstützt Ihr Unternehmen die Verfügbarkeit solcher Kanäle am Arbeitsplatz der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte)?","Die Verfügbarkeit der Beschwerde- und Meldekanäle wird aktiv unterstützt. Informationen zu den bestehenden Kanälen sind im Arbeitsumfeld zugänglich und werden im Rahmen von interner Kommunikation, Führungskräfteinformationen sowie bei relevanten Anlässen, wie Onboarding oder organisatorischen Veränderungen, vermittelt. 

Führungskräfte und Mitarbeitervertretungen fungieren als Ansprechpersonen und unterstützen die Nutzung der Kanäle. Durch klare Zuständigkeiten, vertrauliche Ausgestaltung und transparente Verfahren wird sichergestellt, dass Beschäftigte ihre Anliegen ohne Hürden oder Benachteiligung vorbringen können. ","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
849,"S1-3","Prozesse zur Behebung negativer Auswirkungen und Kanäle für eigene Arbeitnehmer, um Bedenken zu äußern","32","32e","Das Unternehmen beschreibt die Verfahren, mit denen die in Absatz 2 des Abschnitts „Ziel“ genannten Aspekte abgedeckt werden, indem es folgende Informationen angibt:
Die Art und Weise, wie die vorgebrachten und angegangenen Probleme verfolgt und überwacht werden und wie die Wirksamkeit der Kanäle sichergestellt wird, unter anderem durch die Einbeziehung von Interessenträgern, die als Zielnutzer vorgesehen sind.","Beschreiben Sie den Ansatz und die Verfahren des Unternehmens zur Umsetzung von Abhilfemaßnahmen. Geben Sie Informationen zu den verfügbaren Kanälen an, über die Personen Anliegen vorbringen und Bedürfnisse äußern können, und stellen Sie Transparenz, Zugänglichkeit sowie die Einhaltung von Menschenrechts- und Unternehmensstandards sicher.","Ansatz und Verfahren für Abhilfemaßnahmen","Wie verfolgt und überwacht Ihr Unternehmen die vorgebrachten und angegangenen Probleme?","Eingehende Anliegen werden systematisch dokumentiert, geprüft und bis zum Abschluss nachverfolgt. Die Bearbeitung erfolgt entlang definierter Zuständigkeiten und Eskalationswege. Der Bearbeitungsstand wird überwacht, um sicherzustellen, dass Hinweise zeitnah und angemessen behandelt werden. 

Die Wirksamkeit der Beschwerde- und Meldekanäle wird regelmäßig bewertet, unter anderem anhand der Anzahl und Art der Meldungen, der Bearbeitungsdauer sowie wiederkehrender Themen. Rückmeldungen aus der Praxis, Hinweise der Mitarbeitervertretung und Erkenntnisse aus abgeschlossenen Fällen fließen in die Weiterentwicklung der Verfahren ein. Dadurch wird sichergestellt, dass die Kanäle wirksam, zugänglich und vertrauenswürdig bleiben. ","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
850,"S1-3","Prozesse zur Behebung negativer Auswirkungen und Kanäle für eigene Arbeitnehmer, um Bedenken zu äußern","33","33","Das Unternehmen gibt an, ob und wie es feststellt, dass die Personen in seiner eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) diese Strukturen oder Verfahren kennen und ihnen vertrauen, um ihre Anliegen oder Bedürfnisse mitzuteilen und prüfen zu lassen. Wurden solche Informationen im Rahmen des ESRS G1-1 angegeben, kann das Unternehmen auf diese Informationen verweisen.","Offenlegung von Informationen zur Nicht-Einführung von Kanälen zur Meldung von Anliegen, einschließlich der Gründe für deren Fehlen und der Herausforderungen bei der Umsetzung. Geben Sie zudem einen Zeitrahmen für die geplante Einführung dieser Kanäle an, um die Ausrichtung an bewährten Verfahren und den Zielen der Organisation sicherzustellen. Diese Daten unterstreichen das Engagement der Organisation für die Schaffung transparenter und zugänglicher Mechanismen zur Bearbeitung von Anliegen der Arbeitskräfte.","Einführung von Kanälen zur Meldung von Anliegen","Kennen und vertrauen die Personen in Ihrer eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) diesen Strukturen oder Verfahren?","Die Bekanntheit und das Vertrauen in die bestehenden Melde- und Beschwerdekanäle werden durch regelmäßige interne Kommunikation, Informationen im Arbeitsumfeld sowie durch die Rolle von Führungskräften und Mitarbeitervertretungen unterstützt. Hinweise zu den verfügbaren Verfahren werden unter anderem im Rahmen des Onboardings, über interne Informationsformate und bei relevanten organisatorischen Anlässen vermittelt. 

Darüber hinaus liefern Rückmeldungen aus Mitarbeiterbefragungen, Gesprächen sowie aus der Nutzung der Kanäle selbst Hinweise darauf, inwieweit die Strukturen bekannt sind und als vertrauenswürdig wahrgenommen werden. Erkenntnisse daraus werden genutzt, um Transparenz, Zugänglichkeit und Akzeptanz der Verfahren weiter zu stärken. ","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
851,"S1-3","Prozesse zur Behebung negativer Auswirkungen und Kanäle für eigene Arbeitnehmer, um Bedenken zu äußern","33","33","Darüber hinaus gibt das Unternehmen an, ob es über Strategien zum Schutz von Einzelpersonen gegen Vergeltungsmaßnahmen verfügt, die diese nutzen, einschließlich der Arbeitnehmervertreter. Wurden solche Informationen im Rahmen des ESRS G1-1 angegeben, kann das Unternehmen auf diese Informationen verweisen.","Offenlegung von Informationen zur Nicht-Einführung von Kanälen zur Meldung von Anliegen, einschließlich der Gründe für deren Fehlen und der Herausforderungen bei der Umsetzung. Geben Sie zudem einen Zeitrahmen für die geplante Einführung dieser Kanäle an, um die Ausrichtung an bewährten Verfahren und den Zielen der Organisation sicherzustellen. Diese Daten unterstreichen das Engagement der Organisation für die Schaffung transparenter und zugänglicher Mechanismen zur Bearbeitung von Anliegen der Arbeitskräfte.","Einführung von Kanälen zur Meldung von Anliegen","Verfügt Ihr Unternehmen über Strategien zum Schutz von Einzelpersonen gegen Vergeltungsmaßnahmen, die diese nutzen, einschließlich der Arbeitnehmervertreter?","Yes","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
854,"S1-4","Maßnahmen zur Bewältigung wesentlicher Auswirkungen auf die eigene Belegschaft, und Ansätze zur Minderung wesentlicher Risiken und Verfolgung wesentlicher Chancen bezüglich der eigenen Belegschaft sowie ihre Wirksamkeit","37","37","Hat das Unternehmen Maßnahmen (Actions) bezüglich der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) angenommen?","Hat das Unternehmen Maßnahmen (Actions) bezüglich der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) angenommen?","Maßnahmen im Zusammenhang mit eigener Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte)","Hat das Unternehmen Maßnahmen (Actions) bezüglich der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) angenommen?","Yes","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
886,"S1-4","Maßnahmen zur Bewältigung wesentlicher Auswirkungen auf die eigene Belegschaft, und Ansätze zur Minderung wesentlicher Risiken und Verfolgung wesentlicher Chancen bezüglich der eigenen Belegschaft sowie ihre Wirksamkeit","AR 43","AR 43","Hat das Unternehmen Maßnahmen ergriffen, um die negativen Auswirkungen des Übergangs zu einer umweltfreundlicheren, klimaneutralen Wirtschaft auf seine eigene Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) abzumildern, wie etwa Schulungen und Umschulungen, Beschäftigungsgarantien, und im Falle von Downscaling oder Massenentlassungen Maßnahmen wie Berufsberatung, Coaching, unternehmensinterne Vermittlungen und Vorruhestandspläne, so gibt das Unternehmen diese Maßnahmen an. Dazu gehören auch Maßnahmen zur Einhaltung der geltenden Vorschriften. Das Unternehmen kann aktuelle und/oder voraussichtliche externe Entwicklungen hervorheben, die Einfluss darauf haben, ob Abhängigkeiten zu Risiken werden. Dazu gehört auch die Berücksichtigung der Auswirkungen, die sich aus dem Übergang zu umweltfreundlicheren und klimaneutralen Tätigkeiten ergeben können.","Hat das Unternehmen Maßnahmen ergriffen, um die negativen Auswirkungen des Übergangs zu einer umweltfreundlicheren, klimaneutralen Wirtschaft auf seine eigene Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) abzumildern, wie etwa Schulungen und Umschulungen, Beschäftigungsgarantien, und im Falle von Downscaling oder Massenentlassungen Maßnahmen wie Berufsberatung, Coaching, unternehmensinterne Vermittlungen und Vorruhestandspläne, so gibt das Unternehmen diese Maßnahmen an. Dazu gehören auch Maßnahmen zur Einhaltung der geltenden Vorschriften. Das Unternehmen kann aktuelle und/oder voraussichtliche externe Entwicklungen hervorheben, die Einfluss darauf haben, ob Abhängigkeiten zu Risiken werden. Dazu gehört auch die Berücksichtigung der Auswirkungen, die sich aus dem Übergang zu umweltfreundlicheren und klimaneutralen Tätigkeiten ergeben können.","Maßnahmen zur Abmilderung der Übergangsauswirkungen","Hat Ihr Unternehmen Maßnahmen ergriffen, um die negativen Auswirkungen des Übergangs zu einer umweltfreundlicheren, klimaneutralen Wirtschaft auf seine eigene Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) abzumildern?","Im Zusammenhang mit dem Übergang zu einer umweltfreundlicheren und klimaneutralen Wirtschaft wurden Maßnahmen ergriffen, um mögliche Auswirkungen auf die eigenen Arbeitskräfte abzufedern. Der Fokus liegt dabei auf Qualifizierung, Sensibilisierung und der schrittweisen Integration nachhaltigkeitsbezogener Anforderungen in bestehende Arbeitsprozesse. Schulungs- und Fortbildungsangebote unterstützen Beschäftigte dabei, neue Anforderungen im Zusammenhang mit Klimaschutz, Nachhaltigkeit und veränderten betrieblichen Abläufen zu bewältigen. 

Strukturelle Maßnahmen wie Downscaling, Massenentlassungen oder Beschäftigungsgarantien im Kontext der Transformation sind derzeit nicht erforderlich. Der Übergang erfolgt überwiegend evolutionär und ist in bestehende Organisations- und Arbeitsstrukturen eingebettet. 

Darüber hinaus werden relevante externe Entwicklungen, regulatorische Anforderungen und mögliche Auswirkungen der Transformation auf Arbeitsprofile kontinuierlich beobachtet. Erkenntnisse fließen bei Bedarf in die Weiterentwicklung von Qualifizierungsmaßnahmen und Personalprozessen ein. Auf diese Weise wird sichergestellt, dass potenzielle Risiken für Beschäftigte frühzeitig erkannt und angemessen adressiert werden. ","","","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
888,"S1-5","Ziele zur Bewältigung wesentlicher negativer Auswirkungen, Förderung positiver Auswirkungen und Management von wesentlichen Risiken und Chancen","46","46","Hat das Unternehmen Ziele (Targets) bezüglich der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) angenommen?","Hat das Unternehmen Ziele (Targets) bezüglich der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) angenommen?","Ziele im Zusammenhang mit eigener Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte)","Hat Ihr Unternehmen Ziele (Targets) bezüglich der eigenen Arbeitskräfte (Beschäftigte und Fremdarbeitskräfte) angenommen?","Yes","","Die Ziele im Zusammenhang mit den eigenen Arbeitskräften sind in der Nachhaltigkeitsstrategie des Unternehmens verankert und werden dort systematisch behandelt. Sie zielen darauf ab, wesentliche negative Auswirkungen auf Beschäftigte zu vermeiden, positive Wirkungen zu stärken sowie arbeitsbezogene Risiken und Chancen langfristig zu steuern. 

Im Fokus stehen insbesondere die Sicherung guter Arbeitsbedingungen, der Schutz von Gesundheit und Sicherheit, die Qualifizierung und Entwicklung von Mitarbeitenden und Führungskräften sowie die nachhaltige Bindung und Gewinnung von Fachkräften. Weitere Zielsetzungen betreffen die Förderung von Vielfalt, Chancengleichheit und Inklusion sowie die Stärkung einer wertschätzenden und partizipativen Organisationskultur. 

Die Ziele berücksichtigen zudem die Herausforderungen des Fachkräftemarkts und zielen auf eine stabile Personalstruktur sowie auf die Weiterentwicklung von Führungskompetenzen und internen Entwicklungsperspektiven ab. Insgesamt unterstützen die Zielsetzungen eine nachhaltige Organisations- und Personalentwicklung und sind eng mit dem pädagogischen Auftrag und der strategischen Ausrichtung verknüpft. ","REPORTABLE","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
903,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50a","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Die Gesamtzahl der Beschäftigten nach Personenzahl und Aufschlüsselung nach Geschlecht:
Die Gesamtzahl der Beschäftigten nach Personenzahl.","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Gesamtzahl der Beschäftigten (Personenzahl)","Männlich: 924 
--------------------
Weiblich: 4839 
--------------------
Divers: 1 
--------------------
Gesamte Mitarbeiter: 5764 ","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
904,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50a","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Die Gesamtzahl der Beschäftigten nach Personenzahl und Aufschlüsselung nach Geschlecht:
Die Durchschnittszahl der Beschäftigten nach Personenzahl.","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Durchschnittszahl der Beschäftigten (Personenzahl)","Männlich: 0 
--------------------
Weiblich: 0 
--------------------
Divers: 0 
--------------------
Gesamte Mitarbeiter: 0 ","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
905,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50a","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Die Gesamtzahl der Beschäftigten nach Personenzahl und Aufschlüsselung nach Land für Länder in dem das Unternehmen 50 oder mehr Beschäftigte hat, die mindestens 10 % der Gesamtzahl der Beschäftigten des Unternehmens ausmachen:
Die Gesamtzahl der Beschäftigten nach Personenzahl. nach Land für Länder in dem das Unternehmen 50 oder mehr Beschäftigte hat, die mindestens 10 % der Gesamtzahl der Beschäftigten des Unternehmens ausmachen:","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Gesamtzahl der Beschäftigten (nach Land)","#1
Land: 0 
--------------------
Anzahl der Mitarbeiter: 0 ","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
906,"S1-6","Merkmale der Mitarbeiter des Unternehmens","50","50a","Zusätzlich zu den nach Absatz 40 Buchstabe a Ziffer iii des ESRS 2 Allgemeine Angaben erforderlichen Informationen muss das Unternehmen Folgendes angeben:
Die Gesamtzahl der Beschäftigten nach Personenzahl und Aufschlüsselung nach Land für Länder in dem das Unternehmen 50 oder mehr Beschäftigte hat, die mindestens 10 % der Gesamtzahl der Beschäftigten des Unternehmens ausmachen:
Die Durchschnittszahl der Beschäftigten nach Personenzahl nach Land für Länder in dem das Unternehmen 50 oder mehr Beschäftigte hat, die mindestens 10 % der Gesamtzahl der Beschäftigten des Unternehmens ausmachen:","Geben Sie einen Überblick über die Zusammensetzung der Belegschaft, einschließlich der Mitarbeiteranzahl nach Ländern, Geschlechteraufteilung und Mitarbeitertypen. Erläutern Sie die Fluktuationsrate und die spezifischen Methoden zur Datenerhebung. Klären Sie die Definitionen von Mitarbeiterzahl und Vollzeitäquivalent (FTE) und beschreiben Sie die angewandten Berichtsmethodologien für die Mitarbeiterdaten. Geben Sie zudem kontextuelle Informationen, die ein besseres Verständnis der Belegschaftsdynamik ermöglichen, und erklären Sie etwaige Verweise auf die Finanzberichte, um die Beziehung zwischen Mitarbeiterdaten und finanzieller Leistung hervorzuheben.","Zusammensetzung der Belegschaft, Fluktuation und Berichtsmethodologien","Durchschnittszahl der Beschäftigten (nach Land)","#1
Land: 0 
--------------------
Anzahl der Mitarbeiter: 0 ","","Werte mit ""0"" können ignoriert werden. Diese Felder werden vom Tool als Pflichtfelder angezeigt, obwohl keine Berichtspflichtigkeit hier vorliegt. ","","Mandatory","NOT_SPECIFIED","COMPLETED","Accepted","geprüft und angenommen","No","Thomas Kurschat (thomas.kurschat@froebel-gruppe.de)","Jakob Fritz (jakob.fritz@froebel-gruppe.de)"
